Letter ID,Full Text
ASCC 20241,"Besten Dank für Ihren Brief vom 28. November, den wir vor drei Tagen bekommen haben. Mit ungewöhnlicher Schnelligkeit ist auch das Paket mit den Anzügen eingetroffen, die wir wunschge mäss an Frau Greissle, bezw. Frau Seligmann weiter expediert haben. Bei dem grossen Anzug waren zwei Hosen dabei, was wohl in Ordnung ist. Die Manipulationsgebühr hat nur S 1.15 ausgemacht, so dass wir so gut wie keine Spesen gehabt haben und den Betrag von Dollar 5.– den Sie eingeschickt haben, für Rechnung Ihres Sohnes Georg, der mittlerweile in Wien eingetroffen ist, verwenden. Wir haben ihm vorläufig das Nötigste für den Unterhalt und zwar S 150.– gegeben und nehmen an, dass Sie damit einverstanden sein werden, wenn wir ihm, solange er von Ihnen keine Geldsendung erhält, noch das Aller nötigste auf Ihre Rechnung vorschiessen werden, wobei wir den Betrag von Dollar 50.– während eines Monates keinesfalls überschreiten wür den. (das war jener Betrag, den Sie nach Ihrer letzten Angabe monat lich zur Verfügung gestellt haben). Wir versuchen auch für ihn, soweit es heute möglich ist, etwas Arbeit zu beschaffen, so dass er auch etwas verdienen kann, damit die Summe, die wir ihm geben, nach Möglichkeit noch geringer sein wird. Sollten Sie wider Erwarten mit diesem Vorgange nicht einverstanden sein, bitten wir nach Erhalt dieses Briefes um ein Telegramm mit dem einzigen Wort „unterlasset“, worauf wir natürlich weitere Zahlungen unterlassen würden. Einstweilen bemühen wir uns auch im Einvernehmen mit Ihren Freunden, die Voraussetzungen für die Fahrt nach Möglichkeit zu be schleunigen. Wir wissen noch nicht, ob es notwendig sein wird, dass er Oesterreichischer Staatsbürger wird, jedenfalls soll aber alles ge schehen, damit er so rasch als es nur geht und als Sie die Möglichkeit haben, ihm den Aufenthalt in New York zu ermöglichen, reisefertig wird. Jedenfalls werden wir sie laufend informieren. Auf das Journal sind wir schon sehr gespannt und erwarten das baldige Eintreffen. Bleiben Sie noch längere Zeit in Hollywood oder beabsichtigen Sie wieder nach New York zu gehen? Wir hoffen, dass Sie unseren Brief bezüglich der A. K. M. und der Neuausgaben mittlerweile bekommen haben und erwarten Ihre weiteren diesbezüglichen Nachrichten. Wunschgemäss senden wir Ihnen gleichzeitig die verlangten Werke. Von Friede auf Erden müssten wir allerdings ein Exemplar be sorgen, da es nicht unser Verlag ist."
ASCC 20242,Wir überreichen Ihnen gleichzeitig 1 Ehrenexem plar der soeben erschienenen Orchesterpartitur von Alban Berg’s „Symphonische Stücke a. d. Oper Lulu“ und empfehlen uns
ASCC 20244,Wir bestätigen den Empfang des Telegramms und werden Ihrem Sohne Georg den Gegenwert von $ 50.– sukzessive in der Zeit vom 14. Jänner bis 14. Feber ausbezahlen.
ASCC 20245,"Wir bestätigen bestens dankend Ihren Brief vom 31. XII. und haben Ihnen sogleich nach Erhalt desselben die grossen Partituren der „Verklärten Nacht“ und der „Kammersinfonie“ übermittelt. Was das Copyright anlangt, so haben wir uns bereits in unserem letzten Schreiben auszuführen erlaubt, dass die „Verklärte Nacht“ von uns nicht angemeldet werden konnte, da der Dreililienverlag der Originalverleger war. Wir sind selbstredend ebenso wie Sie daran interessiert, dass ein Nachdruck in U.S.A. nicht vorgenommen wird und wenn es möglich ist, in dieser Hinsicht eine Abhilfe zu schaffen, wollen wir gerne daran mitwirken. Es ist allerdings, solange die Krise dauert, nicht damit zu rechnen, dass irgend jemand einen Nach druck vornimmt, es ist aber gut, wenn Vorbereitungen gegen eine sol che Massnahme getroffen werden, damit wir in wirtschaftlich hoffent lich besseren Zeiten und wenn der Widerstand gegen die moderne Musik, der leider jetzt international zu konstatieren ist, nachgelassen hat, gegen einen Nachdruck gerüstet sind. Wir erwarten daher Ihre Vorschläge, welches Werk Sie zuerst umarbeiten wollen und ob Sie die Lichtpausen-Partituren selbst schreiben oder ob wir diese Licht pausen an Hand Ihrer Vorlagen besorgen sollen. Wir müssen nur bei die ser Gelegenheit feststellen, dass eine Neuausgabe eines Werkes, das wir erworben haben, soweit auch wenn es nicht Copyright ist, ausserhalb von U.S.A. nur mit unserer Zustimmung herausgegeben bezw. vertrieben wer den kann und wir möchten Sie daher bitten, mit einem amerikanischen Verlag bezüglich unserer Werke nicht in Verbindung zu treten, solange wir nicht alle Möglichkeiten erörtert haben. Wir haben inzwischen Ihr Telegramm vom 9. I. erhalten und auch bereits bestätigt. Wir nehmen an, dass Sie Ihrem Sohn Georg inzwischen bezüglich weiterer Zahlungen auf seine dringenden Briefe geantwortet haben. Wir versuchen hier auch, soweit es nur irgend möglich ist, Georg Arbeit zu geben, obwohl derzeit nicht sehr viel Material vor handen ist. Was seine Reise nach Amerika anbelangt, so hat er bisher weder aus Paris noch aus Berlin die polizeilichen Bestätigungen seines Auf enthaltes erhalten, die Voraussetzung für die Erlangung eines Visums sind. Ausserdem braucht er unbedingt von Ihnen die notariell beglaubig te Bestätigung , dass Sie ihn erhalten werden. Schwierig ist die Situa tion insofern, als Ihr Sohn hier beim deutschen Konsulat als Emigrant nichts ausrichten kann, andererseits die österreichische Staatsbürger schaft schwer zu erlangen sein wird, weil er vor seiner reichsdeutschen Staatsbürgerschaft tschechoslowakischer Staatsbürger war. Wir haben Georg geraten, alle Möglichkeiten, darunter auch die der Wiedererlan gung der tschechoslowakischen Staatsbürgerschaft, in Betracht zu zie hen und die diesbezüglichen Schritte zu unternehmen. Unser Brief vom 18.XII., in welchem wir Ihnen den Erhalt der An züge bestätigt haben, wird Sie wohl mittlerweile erreicht haben. Was den Beitritt zur österreichischen Autorengesellschaft an belangt, so kann eine Aufforderung zum Beitritt nicht erfolgen, son dern Sie müssten die üblichen Anmeldeformulare unterzeichnen, worauf der Vorstand über die Aufnahme entscheidet. Bevor wir Ihnen diese Anmeldeformulare einsenden, werde ich mich bei den massgebenden Herren der Komponisten-Kurie informieren und Ihnen Bescheid geben."
ASCC 20246,"Das, was wir hier für Ihren Sohn Georg tun, machen wir wirk lich gerne und wir wollten nur, dass wir ihnen hiebei mehr Sorge abnehmen könnten. Es ist uns jetzt durch unseren Berliner Repräsen tanten gelungen, die Polizeibestätigungen über den Aufenthalt Georgs in Berlin zu erhalten und wenn er auch die noch aus Paris ausständi gen bekommt, dann wären diese Vorarbeiten für das Visum erledigt. Jetzt fehlt vor allem eine notariell beglaubigte Bestätigung von Ihnen, dass Sie ihn drüben erhalten werden und dann kann man auf Grund dieser Unterlagen weiterarbeiten. Sie müssen nur uns oder Georg direkt mitteilen, für welche der drei Möglichkeiten Sie sich entscheiden: a) Ob er sicher annehmen kann, dass Sie ihn nach Amerika so rasch als möglich herüberkommen lassen oder b) Dass Sie ihm zu seinem Lebensunterhalt in Wien jenen mini malen Beitrag senden, mit dem er halbwegs auskommen kann, wobei ich glaube, dass unter S 200.– monatlich eine Familie von 3 Personen schwer auskommen kann. Das entspricht ungefähr $ 40.–. Wir wollen annehmen, dass er wenigstens S 50.– im Monat verdienen kann, wobei wir ihm soweit als irgend möglich Arbeit verschaffen wollen (aber auch diese ist in der heutigen Zeit ziemlich dünn gesät), so würde, soweit wir im Bilde sind, immer noch ein Betrag von etwa $ 30.– fehlen, auf den Georg offenbar rechnen muss, da er sonst von niemandem eine Un terstützung bekommen kann und auch die Aussichten, dass er diesen fehlenden Betrag regelmässig verdient, sehr gering sind. Sollte Ihnen eine solche Zusage nicht möglich sein, wobei wir uns eventuell bereit erklären würden, das Geld für ihn zu übernehmen und ihm, wenn wir sehen, dass er etwas mehr verdient, entsprechend weniger aus Ihrer Tasche ausbezahlen, so müssten Sie sich dazu entschliessen, dass c) Georg mit einer regelmässigen Unterstützung Ihrerseits, solange er sich in Wien aufhält, nicht rechnen kann, wobei wir aller dings nicht wissen, wie er sich weiter durchbringen soll. Verzeihen Sie, dass wir uns so sehr in Georgs Angelegenhei ten einmengen, aber es ergibt sich dies notwendigerweise aus unseren Bemühungen, ihm bei der Ausreise nach U.S.A. behilflich zu sein. Je denfalls bitten wir Sie, uns umgehend nach Erhalt dieses Schreibens ganz klar zu sagen, wie Sie bezüglich Ihres Sohnes entscheiden. Die U.E. würde gerne mehr tun, aber sie ist leider heute nicht dazu in der Lage. Für die A.K.M. senden wir Ihnen gleichzeitig eine Anmeldung mit Statuten mit der Bitte, die Anmeldung unterfertigt zu retournieren . Wir bitten Sie auch, die Liste Ihrer Werke insoweit auszufüllen, als es sich um Werke handelt, die nicht in unserem Verlag enthalten sind, darunter auch alle Manuskriptwerke. Die im U.E.-Katalog enthaltenen Werke wer den wir dann noch hinzufügen. Sobald Ihre Anmeldung eintrifft, werden wir dieselbe der A.K.M. übermitteln und alles daran setzen, dass Sie raschest aufgenommen werden. Der Vorgang ist dann der, dass seitens der A.K.M. innerhalb eines gewissen Zeitraums (2–4 Wochen) alle Autorengesellschaften der Welt davon verständigt werden, dass Sie als Mitglied der A.K.M. fungieren und von da an beginnen die betreffenden Gesellschaften Aufführungen Ihrer Werke an die A.K.M. zu verrechnen. Was Amerika anbelangt, so werden jene Orchesterwerke, die in unserem Katalog enthalten sind, auch bezüglich der Aufführungsgebühren direkt durch die Associated Music Publishers, Inc., New York, an uns und von uns an Sie weiterverrechnet. Diese Weiterverrechnung würde, wenn Sie A.K.M.-Mitglied werden, dann nicht mehr an Sie direkt, sondern an die A.K.M. gehen. Was Aufführungen von Kammermusikwerken, Liedern, Klavierstücken etc. in U.S.A. anbelangt, so ist nach den bisherigen Usancen in U.S.A. weder durch die ASCAP noch durch die AMP. mit der Eintreibung von Aufführungsgebühren zu rechnen, weil solche dort überhaupt nicht bezahlt werden und man vorläufig kostspielige Pro zesse zur Durchsetzung eines Anspruchs nicht riskieren will. Amerika ist in dieser Beziehung um viele Jahre hinter den europäischen Staa ten zurück, was ja auch schon daraus hervorgeht, dass Amerika als das einzige Land in der Welt den Urheberrechtsschutz nur nach der Erfüllung der Copyright-Eintragungsformalitäten gewährt und der Zeit punkt des Beitritts von U.S.A. zur Berner Konvention noch ein sehr ungewisser ist. Den Empfang des Journals habe ich Ihnen schon bestätigt und danke Ihnen auch noch im Namen Ihrer Freunde, die es von uns bekom men haben, vielmals. Die Suite ist noch nicht eingetroffen; sobald das Material ankommt, werden wir die Lichtpausen durch Ihren Sohn schreiben las sen und die billigsten Kosten an Sie oder an den betreffenden Ver leger bekanntgeben. Wir werden ihm Georg auch die Arbeit entsprechend bevorschussen. Der übliche Preis für eine Lichtpause-Stimmen-Seite ist hier 2–2 1/2 Schilling. Berg’s 50. Geburtstag ist am 9. Februar. Wir werden ihm von Ihren guten Wünschen Mitteilung machen. – Ob der „Anbruch“ die ses Jahr weiter erscheint, ist noch fraglich. Wir haben gerne zur Kenntnis genommen, dass die Kammer suite für Orchester bereits auf Lichtpausepapier angefangen ist. Suite eben eingetroffen. Die Arbeit ist Georg bereits zur raschesten Fertigstellung übergeben"
ASCC 20247,"Besten Dank für Ihre lieben Zeilen vom 19. Februar mit der Weisung, Ihrem Sohn Georg bis auf weiteres monatlich $ 50.– aus zubezahlen. Wir würden, wie Sie sich denken können, Ihrem Wunsche mit grösstem Vergnügen nachkommen, doch ist der Stand der Ver rechnung ihrer Werke leider kein solcher, dass wir durch mehrere Monate in der angegebenen Weise disponieren können. Ihre Abrechnung für das 1. Semester 1934 haben Sie voll kommen ausbezahlt erhalten, die Abrechnung für das 2. Semester 1934 folgt anbei. Daraus ersehen Sie, dass wir noch um S 209.28 mehr als die Abrechnung ergibt, an Georg Schönberg bisher ausbe zahlt haben. Um Ihrem Sohn zu helfen, erklären wir uns bereit, ihm trotz der Ueberschreitung Ihres Saldos noch einen Betrag von $ 50.– das sind S 265.–, zu bezahlen, darüber hinaus können wir aber zu unserem Bedauern Zahlungen nicht an ihn leisten. Die allgemeinen wirtschaftlichen Verhältnisse, besonders aber die durch alle mögli chen Devisenbeschränkungen gedrosselten Geldeingänge sind derart schlecht, dass wir nur auf das knappste mit den Mitteln, die uns oft für die längst fälligen Schulden bezahlt werden, disponieren können. Wir bitten Sie daher freundlichst, für den nächsten Monat irgend eine andere Gelddisposition für Ihren Sohn Georg zu treffen. Wir hören mit Interesse, dass Sie sehr beschäftigt sind, hof fen, dass Sie recht guten Erfolg haben und erwarten gerne Ihre weiteren Nachrichten."
ASCC 20248,"Besten Dank für Ihren Brief vom 16. III., aus dem wir zu unserem grossen Bedauern entnehmen, dass Ihnen der Husten wieder Beschwerden macht. Hoffentlich wird sich diese in dem californi schen Klima, das uns immer wieder als wunderbar geschildert wird, bald geben. Wie geht es Ihrer Frau und der Kleinen? Bitte, beste Empfehlungen auszurichten! Gerade bevor Ihr Brief ankam, verständigte uns Ihr Sohn, dass er eben Geld von Ihnen erhalten hat und wir nehmen daher an, dass Sie in Zukunft Ueberweisungen direkt an Georg vornehmen werden. Was die Kammersinfonie anlangt, so hören wir mit grossem Interesse, dass Sie schon zu zwei Drittel fertig sind. Wir haben Ihnen diesbezüglich unseren Standpunkt wiederholt mitgeteilt und verweisen auf unseren Brief vom 7. Dezember. So sehr wir verstehen, dass Sie von Ihrem Standpunkt aus Ihre „amerikanischen Einkünfte aus diesem Werk durch Ansprüche der U.E. nicht verkürzt wissen wollen“, so bitten wir Sie, sine ira et studio auch unseren Standpunkt zu würdigen. Wiewohl das Copyright der Kammersinfonie aus uns unverständ lichen Gründen vor vielen Jahren nicht angemeldet wurde, so steht fest, dass niemand bisher aus der Kammersinfonie auch nur einen Teil nachgedruckt hat und bei der sehr geschäftsmässigen Einstel lung der Amerikaner ist auch nicht anzunehmen, dass ein Nachdruck in Zukunft erfolgt. Es ist Ihnen also aus der Unterlassung des Copyrights ein Schaden nicht erwachsen. Sie müssen ferner bedenken, dass auf Ihrem Konto trotz hoher Abschreibungen ein für unsere Be griffe noch bedeutender Saldo offen steht. Ferner besteht zwischen uns, unabhängig von allen Formalitäten des amerikanischen Copyrights ein Vertrag über die Kammersinfonie, der für die Dauer der Schutz frist und in allen Ländern der Welt ohne Rücksicht auf die speziel len urheberrechtlichen Gesetzesbestimmungen Geltung hat und der uns das Recht für jede Neufassung des Werkes automatisch auch für Ameri ka einräumen würde. Wir möchten Sie daher bitten, die Angelegenheit auch in unserem Sinne zu überlegen und wenn wir Ihnen auch nicht hinderlich im Wege stehen wollen, so möchten wir bei einem Werk, für dessen Verbreitung wir uns durch viele Jahre moralisch und ma teriell eingesetzt haben, nicht jetzt, wo hoffentlich eine neue Fas sung mehrere Aufführungen erleben wird, in U.S.A. ausgeschaltet wer den. Wir müssen auch von Ihrem Plan unsere Vertretung, die Asso ciated Music Publishers Inc. auf Grund unseres Vertrags verständi gen. Dies vorausgeschickt, möchten wir Ihnen folgenden Alterna tivvorschlag machen: a) Sie überlassen uns die Lichtpause der Partitur der Orche sterfassung der Kammersinfonie zur Drucklegung unter den Bestimmun gen unseres Vertrags über das Werk und der sonstigen Verträge, und wir bezahlen Ihnen von allen Aufführungen die vorgesehenen Tantiemen inklusive Amerika. Wir würden dabei versuchen, mit der Associated Music Publishers Inc. zu einer Vereinbarung zu gelangen, die Ihnen für die Neufassung der Kammersinfonie eine Tantieme von den Brutto einnahmen ermöglicht, ohne dass vorher ein Anteil der Associated Music Publishers Inc. in Abzug gelangt. Auf diese Weise würden Sie, obwohl das Werk in U.S.A. durch uns bezw. durch unsere Ver tretung vertrieben wird, Tantiemen auf derselben Basis erhalten, wie Sie dieselben z. B. mit der Firma Schirmer vereinbaren. beide in Verbindung bringen Dieser Vorschlag bedeutet für uns dadurch, dass wir die A.M.P. für Ihren höheren Anteil (höher dadurch, dass die Berechnung von der ameri kanischen Bruttoeinnahme erfolgen soll) zu entschädigen haben wer den müssen, ein materielles Opfer unsererseits, aber es wahrt die Continuität der Beibehaltung Ihrer von uns erworbenen Werke in unserem Katalog für die gesamte Welt. Die traurigen Tats. einige Fassungen unsere Werke unbezahlt sein werden b) Oder wir erklären uns damit einverstanden, dass Sie das Werk für U.S.A. einem amerikanischen Verlag übergeben . In diesem Falle müsste uns eine Beteiligung aus den amerikanischen Erträg nissen vom Verlag verrechnet werden, die entweder nur zu Lasten des Verlags oder zu Ihren und zu Lasten des Verlags gemeinsam in Abzug käme. Wir stellen uns vor, dass uns eine Beteiligung von 12–15 % aus Materialgebühren und Aufführungsgebühren sowie von verkauften Exemplaren abgerechnet wird. Wir hoffen, dass Sie die sen Vorschlag als loyal anerkennen werden. Unabhängig davon, in welcher Form die Abmachung bezüglich U.S.A. erfolgen wird (Vorschlag a oder b), würden wir Partitur und Material hier herstellen und im Falle b) im dem amerikanischen Verlag Partitur und Stimmen zu noch zu vereinbarenden Preisen liefern. Zu diesem Zwecke bitten wir uns auf jeden Fall nach Fer tigstellung der Lichtpausen diese Lichtpausen einzusenden, damit wir sofort an Hand der Kalkulation die Preise für die Herstellung und eventuell für den amerikanischen Verlag festlegen können. Es wäre im Interesse einer intensiven Propaganda für die nächste Saison sehr wünschenswert, wenn wir die Lichtpausen der Partitur recht bald erhalten könnten. Jedenfalls wäre es schade, wenn Sie Blue Prints für über $ 2.– die Seite anfertigen lassen würden, da hier sogenannte Negrographien, d. h. Photokopien nach Lichtpausen, die sogar für Dirigierpartituren sehr gut verwendbar sind, auf ca. 20 Groschen, das sind 4 Cents pro Seite, zu stehen kommen. Wir glauben übrigens, dass ein ähnliches, nicht viel teureres Verfahren auch in Amerika existieren muss. Wir erwarten nun mit Interesse in dieser Sache Ihre ehesten Mitteilungen. Was Ihre Klage über die A.M.P. anbelangt, so tut es uns wir klich leid, dass man Ihnen ein beschmutztes, zerrissenes und unvoll ständiges Material d Pierrot geschickt hat und dass die Lieferung verspätet erfolgte. Auch ist uns die Sache mit „Pelleas“ vollkommen unklar. Wir werden jedenfalls sofort Aufklärung verlangen, können Ihnen aber versichern, dass dies der erste Fall einer solchen Reklamation bei der A.M.P. ist. Was die Preisstellung seitens der A.M.P. anbe langt, so wären wir Ihnen verbunden, wenn Sie uns genau mitteilen wollten, für welches Werk welche Preise verlangt wurden und welches Orchester bezw. welche Konzertvereinigung den diesbezüglichen Ver trag mit der A.M.P. zu machen hatte. Denn auch in dieser Beziehung wollen wir Aufklärung erhalten. Was die Choralvorspiele anbelangt, so lassen wir so wohl dieses Werk als auch andere nachsehen, um Ihnen genaue Auskunft geben zu können."
ASCC 20249,Drahtet ob Georg weitere fünfzig Dollars für Eure Rechnung zahlen können
ASCC 20252,Drahtet zwecks Neuherstellung welche Teile Gurrelieder und wann benötigt stop vorhandenes Material bis Ende November Kopenhagen
ASCC 20254,"Wir haben uns sehr gefreut nach längerer Zeit wieder Nachricht von Ihnen zu erhalten und hoffen, dass Sie mittlerweile Ihre Erkrankung schon längst wieder ver gessen haben. Wir bestätigen Ihren Brief vom 16. September sowie ein Telegramm, dass wir Ihrem Sohn Georg den Gegenwert von 50 Dollar überweisen sollen, was mittlerweile durchge führt wurde. Wir erwarten nunmehr den uns avisierten Scheck. Wir haben mit Vergnügen zur Kenntnis ge nommen, dass Sie voraussichtlich im Dezember in Hollywood ein Orchesterkonzert mit eigenen Werken dirigieren werden, und dass Sie Teile aus den „Gurreliedern“, „Pelleas und Melisande“ und „6 Orchesterlieder“ op. 8 zur Aufführung brin gen wollen. Die Materiale der beiden letztgenannten Werke sind zur Absendung bereit, hingegen ist die reduzierte Fassung der Gurrelieder augenblicklich für wegen einer Aufführung in Kopen hagen nicht greifbar und wir hatten daher die Absicht, jene Stellen, welche Sie zur Aufführung bringen wollen, einrichten zu lassen. Da die Herstellung der reduzierten Fassung des ganzen Werkes bis zum Absendungstermin, als welchen wir die ersten Novembertage in Aussicht genommen haben, nicht mehr durchzuführen gewesen wäre und ausserdem erhebliche Kosten verursacht hätte, für welche wahrscheinlich eine entsprechende Leihgebühr von dem Konzert-Veranstalter kaum erzielt hätte werden können, so haben wir Ihnen am 8. Oktober wie folgt telegrafiert: Drahtet zwecks Neuherstellung welche Teile Gurrelieder und wann benötigt stop vorhandenes Material bis Ende November Kopenhagen Musikedition Leider haben wir bis heute noch keine Antwort, wodurch die Herstellung und rechtzeitige Expedition des Materiales für den Fall in Frage gestellt wäre, wenn das Konzert schon in der ersten Dezemberhälfte stattfinden sollte. Wir hoffen daher von Ihnen raschest Nachricht zu erhalten, vor allem aber auch Bekanntgabe des Datums, damit wir dem entsprechend unsere Dispositionen treffen können."
ASCC 20257,"Alban Berg ist tot. In tiefer Ergriffen heit drücken wir Ihnen, verehrter Meister, der Sie mit ihm Ihren liebsten Schüler und besten Freund verloren haben, innigst die Hände. Wir alle trauern mit Ihnen um den prachtvollen Menschen, Freund und Künstler."
ASCC 20258,"In der Beilage übersenden wir Ihnen neuerdings zwei Erklärungen zur Unterschrift, damit wir auf Grund dieser Erklärungen um die Verlängerung des Copyrights der Werke: op. 19 Sechs kleine Klavierstücke 2ms Monn: Cello-Konzert G moll in Ihrer Ausgabe für Cello und Klavier ansuchen können. Nachdem die amerikanische Schutzfrist der Monn-Bearbeitung im Feber nächsten Jahres abläuft, bitten wir im Interesse der rechtzeitigen Anmeldung um eheste Returnie rung der beiden unterschriebenen Erklärungen auf kürzestem Wege."
ASCC 20263,"Mit Ihrem Schreiben vom 14. v. M. erhielten wir die Ermächtigung zur Copyrighterneuerung Ihres Opus 19 und der Monn-Bearbeitung. Auch wir haben in Berücksichtigung dessen, dass Ihre Erklärung nicht rechtzeitig eintreffen könnte, die Verlängerung be reits am 29. Juni d. J. eingereicht und haben Ihre Er klärung jetzt nachgesandt. Da wir eine Möglichkeit haben an die A.M.P. Noten zu schicken, lassen wir die von Ihnen gewünsch ten Stimmen Ihrer „Suite“ und „Pierrot lunaire“ an diese abgehen und hoffen, dass dieselben rechtzeitig eintreffen. Wir bitten Sie also sich bei Bedarf an die A.M.P. zu wenden . , da dieselbe schon je 2 Ex. der Stimmen von früher auf Lager hat."
ASCC 20321,"Nach Rücksprache mit unserm Rechtsbeistande teilen wir Ihnen mit, dass wir uns Ihrer Ansicht über unser Vertragsver hältnis nicht anschliessen können. Wir halten Sie nach wie vor für gebunden an unsern Vertrag, und wir würden uns leider ge zwungen sehen jeden Vertragsbruch Ihrerseits gerichtlich zu verfolgen. Sobald der vereidigte Bücherrevisor, der all jährlich den Abschluss macht, mit seiner Arbeit fertig sein wird, werden Sie die gewünschte Abrechnung erhalten und zu glei cher Zeit die Summe überwiesen bekommen, die Ihnen zusteht. Einstweilen dürfen wir Sie wohl bitten uns baldmöglichst eine Erklärung darüber abzugeben, ob Sie die in Ihrem Briefe ange drohten Konsequenzen tatsächlich zu ziehen gesonnen sind."
ASCC 20322,Anbei übersenden wir Ihnen die gewünschte Abrechnung und bitten Sie um gefällige Rückäusserung auf unsern Brief vom 12. Oktober.
ASCC 20323,"Anbei übersenden wir Ihnen die Kopie des am 4.1.23 an Sie gerichteten Briefes nebst Abrechnung, der leider nicht in Ihre Hände gelangt ist."
ASCC 20324,Wir übersandten Ihnen am 18.2.26 à conto Ihrer Tantièmen M. 300.– mit der Bitte uns den Empfang zu bestätigen. Beiliegende Quittung über den Gesamtbetrag der Ihnen zustehenden Tantièmen in Höhe von M. 475.38 erbitten wir unterschrieben zurück; den Restbetrag (M. 175.38) werden wir Ihnen dann umgehend zugehen lassen. Anbei 1 Quittung 〃 Anbei 1 Abrechnung
ASCC 20326,"In Beantwortung Ihrer Karte vom 3. ds. Mts. übersenden wir Ihnen beiliegend die Abrechnung bis zum 30. 6. 31, sowie den Ihnen zustehenden Betrag in Höhe von M 154.83."
ASCC 2044,"Eine Vereinbarung zwischen uns über die Uebersetzung meiner Harmonielehre ins Französische ist gescheitert, weil Sie die von mir geforderte Ver gütung nicht zugestehen wollten, welche ich für meine Arbeit bei dieser Herausgabe gefordert habe. Um nun diese Uebersetzung nicht wieder an Ihrem Widerstand gegen meine berechtigte Forderung scheitern zu lassen, erkläre ich hiemit, dass ich bereit bin, meine Vergütung auf jenes Mindestmass zu ermässigen, welche einem Verleger der Zusatz „unter Mitwirkung des Verfassers“ wert ist und welche meine Mühe nach dem bil ligsten Ansatz entschädigt. Sorgen Sie dafür, dass mir dieser Verleger einen Antrag hierüber macht und ich werde meine Zustim mung geben. Jedenfalls muss ich eine Probe der Ueberset zung aber vorher gesehen haben."
ASCC 20691,"Wir bestätigen Ihnen hiemit, dass Sie auf Grund der Abmachung mit der Konzertdirektion Hüni in Zürich für Ihre Mitwirkung bei den Gurrelieder-Aufführungen ein Dirigenten-Honorar von 5000 Franken erhalten."
